title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName,,CompanyUrl
Studio Dandy Bathrooms by Carolien,4.6,32,Vredenhofweg 5,Amsterdam,,NL,http://www.dandybathrooms.nl/,+31 6 44009262,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Studio%20Dandy%20Bathrooms%20by%20Carolien&query_place_id=ChIJvf0_sQnixUcRQ1fdihMWWxs,Sanitairwinkel,,https://nl.linkedin.com/company/uci-the-mosaic-factory
KeukenCoach Amsterdam,4.1,34,Johan Cruijff Boulevard 132,Amsterdam,,NL,https://keukencoach.com/hier-vind-je-ons/,+31 20 303 2110,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KeukenCoach%20Amsterdam&query_place_id=ChIJr2VWraULxkcRtT17nq9MepU,Keukenwinkel,,https://www.linkedin.com/company/keukencoach
De Keukenadviseur,4.9,52,Oude Spaarneweg 78,Cruquius,,NL,http://www.dekeukenadviseur.nl/,+31 6 17404746,Keukenwinkel,Appartementencomplex,Bouwadviseur,Aannemer,Huizenbouwer,Interieurarchitectenbureau,Interieurinrichter,Internetwinkel,Groothandelswinkel,,https://www.google.com/maps/search/?api=1&query=De%20Keukenadviseur&query_place_id=ChIJPe7der3oxUcRJB6zxOG7cg0,Keukenwinkel,,https://nl.linkedin.com/company/d%C3%A9-online-keukenadvisuer
Keukenloods Amsterdam Zuidoost,4,357,Schepenbergweg 34A,Amsterdam,,NL,https://www.keukenloods.nl/winkel/amsterdam-zuidoost,+31 20 365 4594,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenloods%20Amsterdam%20Zuidoost&query_place_id=ChIJver-vHYLxkcRyHqMeK-aEso,Keukenwinkel,,https://nl.linkedin.com/company/keukenloods-b-v-
Alka Keukens,4.4,29,Cruquiusweg 27,Heemstede,,NL,http://www.alka-keukens.nl/,+31 23 529 5850,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Alka%20Keukens&query_place_id=ChIJzfI9IbjoxUcRRE5vX9aqaoM,Keukenwinkel,,https://nl.linkedin.com/company/alka-keukens
Duikelman B.V.,4.6,256,Ferdinand Bolstraat 66-68,Amsterdam,,NL,http://www.duikelman.nl/,+31 20 671 2230,Kookwinkel,Groothandelaar,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Duikelman%20B.V.&query_place_id=ChIJ081FkfIJxkcRM9OKc4YxmXM,Kookwinkel,,https://nl.linkedin.com/company/duikelman-bv
Keukensale Amsterdam (Westpoort),4.5,88,Sierenborch 8-L,Amsterdam,,NL,https://www.keukensale.com/winkels/keukensale-amsterdam-westpoort/,+31 20 737 2178,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukensale%20Amsterdam%20(Westpoort)&query_place_id=ChIJDwyHCqjjxUcRUGngFdUcRYs,Keukenwinkel,,https://nl.linkedin.com/company/keukensale
Grando Keukens | Badkamers Hoofddorp,3.8,93,Kruisweg 771,Hoofddorp,,NL,https://www.grando.nl/vestigingen/grando-hoofddorp?utm_source=GMBlisting&utm_medium=organic&utm_campaign=hoofddorp,+31 20 446 0112,Keukenwinkel,Sanitairwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grando%20Keukens%20%7C%20Badkamers%20Hoofddorp&query_place_id=ChIJDX3bLhDnxUcR5FPSdUnIDCU,Keukenwinkel,,https://nl.linkedin.com/company/grando-keukens-badkamers
Brugman Keukens & Badkamers Arena,4.1,334,Johan Cruijff Boulevard 106,Amsterdam,,NL,https://www.brugman.nl/vestigingen/amsterdam-villa-arena/?utm_source=GMB_listing&utm_medium=organic,+31 20 567 3000,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Keukenvernieuwer,,,,,,,https://www.google.com/maps/search/?api=1&query=Brugman%20Keukens%20%26%20Badkamers%20Arena&query_place_id=ChIJJY9mvpALxkcRqnosrfcu2-U,Keukenwinkel,,https://nl.linkedin.com/company/brugman-keukens-&-badkamers-b.v.
Brugman Keukens,4.3,262,Pieter Ghijsenlaan 20,Zaandam,,NL,https://www.brugman.nl/vestigingen/zaandam/?utm_source=GMB_listing&utm_medium=organic,+31 75 615 7867,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Keukenvernieuwer,,,,,,,https://www.google.com/maps/search/?api=1&query=Brugman%20Keukens&query_place_id=ChIJ5es_4injxUcR-Yrp8USaFxQ,Keukenwinkel,,https://nl.linkedin.com/company/brugman-keukens-&-badkamers-b.v.
Keuken Kampioen Amsterdam Arena,4,157,"Johan Cruijff Boulevard 132, a",Amsterdam,,NL,https://www.keukenkampioen.nl/showrooms/johan-cruijff-boulevard/?utm_source=GMB_listing&utm_medium=organic,+31 20 365 0097,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keuken%20Kampioen%20Amsterdam%20Arena&query_place_id=ChIJs-ps6pcLxkcRIEH8sn56ulU,Keukenwinkel,,https://nl.linkedin.com/company/keuken-kampioen
Clear Kitchen Amstelveen (Keukenstudio),4.6,27,Rembrandtweg 91,Amstelveen,,NL,https://www.clearkitchen.nl/,+31 20 823 2241,Keukenwinkel,Keukenvernieuwer,Kookwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Clear%20Kitchen%20Amstelveen%20(Keukenstudio)&query_place_id=ChIJM1YYIRALxkcRASl09U6VDRw,Keukenwinkel,,https://nl.linkedin.com/company/clear-kitchen
Tulp Keukens Amsterdam,4.2,171,Johan Cruijff Boulevard 110,Amsterdam,,NL,https://www.tulpkeukens.nl/showrooms/amsterdam/?utm_source=GMB_listing&utm_medium=organic,+31 20 567 5420,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tulp%20Keukens%20Amsterdam&query_place_id=ChIJq6d7SOPvxUcRvssZn7d07FY,Keukenwinkel,,https://nl.linkedin.com/company/tulp-keukens
Keukenmaxx Hoofddorp,4.3,234,Kruisweg 655-657,Hoofddorp,,NL,https://www.keukenmaxx.nl/keukenwinkels/hoofddorp/?utm_source=GMB_listing&utm_medium=organic,+31 20 653 8163,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenmaxx%20Hoofddorp&query_place_id=ChIJs1ldExTnxUcRmRoz4Fig_RU,Keukenwinkel,,
Keukenloods Zaandam XXL,4,506,Pieter Ghijsenlaan 18A,Zaandam,,NL,https://www.keukenloods.nl/winkel/zaandam-xxl?utm_source=GMB&utm_medium=Zaandam,+31 75 616 3030,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenloods%20Zaandam%20XXL&query_place_id=ChIJCWRG5SnjxUcRqOUqkicXj6M,Keukenwinkel,,https://nl.linkedin.com/company/keukenloods-b-v-
Sanitairkamer Amsterdam - Villa ArenA,4.6,357,Johan Cruijff Boulevard,Amsterdam,,NL,https://sanitairkamer.nl/showroom-amsterdam/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,+31 20 211 1519,Sanitairwinkel,Badkamerinstallateur,Bouwmarkt,Winkel voor bubbelbaden,Douchedeurwinkel,Tegelwinkel,Winkel voor toiletbenodigdheden,,,,https://www.google.com/maps/search/?api=1&query=Sanitairkamer%20Amsterdam%20-%20Villa%20ArenA&query_place_id=ChIJt9TT56oLxkcRg7QjxNw-iXk,Sanitairwinkel,,https://nl.linkedin.com/company/sanitairkamer
Grando Keukens | Badkamers Zaandam,4,61,Pieter Ghijsenlaan 15,Zaandam,,NL,http://www.grando.nl/vestigingen/grando-zaandam?utm_source=GMBlisting&utm_medium=organic&utm_campaign=zaandam,+31 75 614 7583,Keukenwinkel,Badkamerinstallateur,Keukenvernieuwer,Kookwinkel,Sanitairwinkel,,,,,,https://www.google.com/maps/search/?api=1&query=Grando%20Keukens%20%7C%20Badkamers%20Zaandam&query_place_id=ChIJuw_VFdbixUcR5yNJaU3h2m4,Keukenwinkel,,https://nl.linkedin.com/company/grando-keukens-zaandam
DB Keur Keukens,4.5,144,Heringaweg 6,Haarlem,,NL,https://www.keurkeukens.nl/?utm_source=google&utm_medium=organic&utm_campaign=my%20business,+31 23 517 3180,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=DB%20Keur%20Keukens&query_place_id=ChIJQ0BDkX7vxUcRe1FY9nT-Apw,Keukenwinkel,,
Mandemakers Keukens Amsterdam,4.4,173,Johan Cruijff Boulevard 236,Amsterdam,,NL,https://www.mandemakers.nl/keukenwinkels/amsterdam/?utm_source=GMB_listing&utm_medium=organic,+31 20 800 3540,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mandemakers%20Keukens%20Amsterdam&query_place_id=ChIJpWfz5ZcLxkcR_FDHo-G0Cdc,Keukenwinkel,,https://nl.linkedin.com/company/mandemakers-keukens
beta Keukens,4.8,51,Buikslotermeerplein 296,Amsterdam,,NL,https://www.betakeukens.nl/,+31 20 363 8973,Keukenwinkel,Keukenvernieuwer,Kookwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=beta%20Keukens&query_place_id=ChIJc-J0yZPjxUcRxKlNgOt1enE,Keukenwinkel,,https://nl.linkedin.com/company/bk-keukens
REDDY Keukens Amsterdam,4.6,75,Johan Cruijff Boulevard 222,Amsterdam,,NL,https://www.reddykeukens.nl/amsterdam/,+31 20 236 2501,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=REDDY%20Keukens%20Amsterdam&query_place_id=ChIJ9XlYcSMLxkcRTXI7Q4t96sc,Keukenwinkel,,https://nl.linkedin.com/company/reddykeukens
Keuken Kampioen Amsterdam Westpoort,4.2,101,Sierenborch 8g,Amsterdam,,NL,https://www.keukenkampioen.nl/showrooms/amsterdam-westpoort/?utm_source=GMB_listing&utm_medium=organic,+31 20 447 0478,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keuken%20Kampioen%20Amsterdam%20Westpoort&query_place_id=ChIJawrn5qfjxUcRCK1qoD3tgCw,Keukenwinkel,,
Superkeukens Amsterdam,4.3,99,Johan Cruijff Boulevard 138,Amsterdam,,NL,https://www.superkeukens.nl/winkels/amsterdam,+31 20 452 6723,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Superkeukens%20Amsterdam&query_place_id=ChIJf5VsPZcLxkcRayhzSi23fek,Keukenwinkel,,https://nl.linkedin.com/company/superkeukens-amsterdam
Keuken Kampioen Zaandam,4.2,77,Pieter Ghijsenlaan 21K,Zaandam,,NL,https://www.keukenkampioen.nl/showrooms/zaandam/?utm_source=GMB_listing&utm_medium=organic,+31 75 205 0005,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keuken%20Kampioen%20Zaandam&query_place_id=ChIJEwEP-tfixUcRzVkujDdqMxc,Keukenwinkel,,https://nl.linkedin.com/company/keuken-kampioen
Keukentreffer West,4,38,Slotermeerlaan 81,Amsterdam,,NL,http://www.keukentreffer.nl/,+31 20 334 5236,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukentreffer%20West&query_place_id=ChIJ9fRD-0zixUcRjhiZihqb_Ws,Keukenwinkel,,https://www.linkedin.com/company/bruynzeel-keukens-bv/
Hello Kitchen Amsterdam Villa Arena - Keukens en keukeninspiratie,5,45,Johan Cruijff Boulevard 208,Amsterdam,,NL,https://www.hellokitchen.nl/winkels/amsterdam?utm_source=gmb_listing&utm_medium=organic_campaign=amsterdam,+31 20 300 5089,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hello%20Kitchen%20Amsterdam%20Villa%20Arena%20-%20Keukens%20en%20keukeninspiratie&query_place_id=ChIJB4RL8VELxkcRqlWEECvmFx0,Keukenwinkel,,https://nl.linkedin.com/company/hellokitchen
123Keukens & Apparatuur,4.3,46,De Dollard 4,Watergang,,NL,https://www.123apparatuur.nl/keukens,+31 20 436 3393,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=123Keukens%20%26%20Apparatuur&query_place_id=ChIJSXVOm54IxkcRnHGJjzXHDS0,Keukenwinkel,,https://nl.linkedin.com/company/123keukenapparatuur
Keukenstudio van den Noort & Philip,4.3,17,De Clercqstraat 38,Amsterdam,,NL,http://www.keukenoplossingen.amsterdam/,+31 20 618 1115,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenstudio%20van%20den%20Noort%20%26%20Philip&query_place_id=ChIJz4_wEN8JxkcRtqwZjNiq7ZI,Keukenwinkel,,https://nl.linkedin.com/company/gennu
Van der Veen Maatwerk Keukens & Keukenrenovatie,4.9,95,Staalstraat 131,Velsen-Noord,,NL,https://vdvkeukenrenovatie.nl/,+31 251 730 055,Keukenvernieuwer,Meubelmakerij,Aannemer,Interieurarchitectenbureau,Binnenhuisarchitect,Keukenwinkel,Monteur,,,,https://www.google.com/maps/search/?api=1&query=Van%20der%20Veen%20Maatwerk%20Keukens%20%26%20Keukenrenovatie&query_place_id=ChIJx6XleInxxUcRZPGqZ0FIzQY,Keukenvernieuwer,,https://nl.linkedin.com/company/van-der-veen-keukens-en-keukenrenovatie
Amstel Keukens,5,40,Van Oldenbarneveldtstraat 48C,Amsterdam,,NL,http://amstel-keukens.nl/,,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Amstel%20Keukens&query_place_id=ChIJzcySvYgJxkcRW_VTx_kg-5c,Keukenwinkel,,
KeukenConcurrent Amsterdam-Westpoort,3.7,65,Sierenborch 8f,Amsterdam,,NL,https://www.keukenconcurrent.nl/keukenzaak/amsterdam/?utm_source=GMB_listing&utm_medium=organic,+31 20 411 7591,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KeukenConcurrent%20Amsterdam-Westpoort&query_place_id=ChIJawrn5qfjxUcRk-qVFhYbj8c,Keukenwinkel,,https://nl.linkedin.com/company/keukenconcurrent
Keukenrijk Keukenspeciaalzaak Broek op Langedijk,4.6,30,Vreekesweid 22,Broek op Langedijk,,NL,https://www.keukenrijk.nl/,+31 226 340 373,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenrijk%20Keukenspeciaalzaak%20Broek%20op%20Langedijk&query_place_id=ChIJaTI2ibtWz0cR3uAk_73Ry5c,Keukenwinkel,,https://nl.linkedin.com/company/kiesrijk-b-v
KeukenConcurrent Amstelveen,4,67,Maalderij 19,Amstelveen,,NL,https://www.keukenconcurrent.nl/keukenzaak/amstelveen/?utm_source=GMB_listing&utm_medium=organic,+31 20 643 4274,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KeukenConcurrent%20Amstelveen&query_place_id=ChIJlaQ6MjvgxUcR4jTw0-HV6Dk,Keukenwinkel,,https://nl.linkedin.com/company/keukenconcurrent
Kookhuis,4.7,23,Diepen 25,Amsterdam,,NL,https://www.kookhuis.nl/?utm_source=Google&utm_medium=GMB&utm_campaign=GMB-website,+31 20 737 0906,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kookhuis&query_place_id=ChIJVw3wjqfjxUcRgrOgT86JSBc,Keukenwinkel,,
KeukenConcurrent Zaandam,3.9,153,Pieter Ghijsenlaan 11,Zaandam,,NL,https://www.keukenconcurrent.nl/keukenzaak/zaandam/?utm_source=GMB_listing&utm_medium=organic,+31 75 670 0533,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KeukenConcurrent%20Zaandam&query_place_id=ChIJf0qjG9bixUcRJkhHCK0rf0s,Keukenwinkel,,https://my.linkedin.com/company/keukenconcurrent
Grando Keukens | Badkamers Purmerend,4.3,60,Edisonweg 17,Purmerend,,NL,https://www.grando.nl/vestigingen/grando-purmerend?utm_source=GMBlisting&utm_medium=organic&utm_campaign=purmerend,+31 299 223 580,Keukenwinkel,Sanitairwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grando%20Keukens%20%7C%20Badkamers%20Purmerend&query_place_id=ChIJ11zJo1UBxkcRcQZ0MWrPUp4,Keukenwinkel,,https://nl.linkedin.com/company/grando-keukens-zaandam
Boudewijn - een keuken voor het leven,5,18,Kruiswijk 30,Anna Paulowna,,NL,https://www.boudewijnhosmus.nl/,+31 223 520 055,Keukenwinkel,Meubelmakerij,Interieurinrichter,Keukenvernieuwer,,,,,,,https://www.google.com/maps/search/?api=1&query=Boudewijn%20-%20een%20keuken%20voor%20het%20leven&query_place_id=ChIJ29mtVR5Jz0cRgcFnxRp0T9I,Keukenwinkel,,https://nl.linkedin.com/company/boudewijnhosmuskeukenambacht
Stucbedrijf Esselman,5,3,Barentszstraat 37,Oudeschild,,NL,https://www.facebook.com/pages/Stucbedrijf-Esselman/509125205800406,+31 6 53655704,Stukadoor,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Stucbedrijf%20Esselman&query_place_id=ChIJS7fnPeswz0cR8nLU_R7f6Vg,Stukadoor,,
Restaurant het Kook Atelier op Oost,4.9,284,Oost 76,Oosterend,,NL,http://www.kook-atelier.nl/,+31 222 729 088,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Restaurant%20het%20Kook%20Atelier%20op%20Oost&query_place_id=ChIJfZ5w8b4wz0cR_pPkV08rUcU,Restaurant,,https://nl.linkedin.com/company/op-oosttexel
Op Oost - Boutique Hotel & Restaurant het Kook Atelier,4.7,248,Oost 76,Oosterend,,NL,http://www.opoost.nl/,+31 222 729 088,Hotel,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Op%20Oost%20-%20Boutique%20Hotel%20%26%20Restaurant%20het%20Kook%20Atelier&query_place_id=ChIJGxwqp5Mzz0cRNSaxLl9LfaM,Hotel,,https://nl.linkedin.com/company/op-oosttexel
Buis Keukens BV,4.6,14,IJsselmeerstraat 67,Den Helder,,NL,http://www.buiskeukensbv.com/,+31 223 660 155,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Buis%20Keukens%20BV&query_place_id=ChIJ9YpGqeNHz0cRSWOhuSedVck,Keukenwinkel,,https://nl.linkedin.com/company/by-d-keukens-b-v
I-KOOK Den Helder,4.9,51,Ravelijncenter 31,Den Helder,,NL,https://www.i-kook.nl/winkels/den-helder/?utm_source=google&utm_medium=listing&utm_campaign=gmb_den-helder,+31 223 661 650,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=I-KOOK%20Den%20Helder&query_place_id=ChIJ-bfstxtIz0cR9I14bMcuVEY,Keukenwinkel,,
Keukensale Den Helder,4.4,13,Industrieweg 23A,Den Helder,,NL,https://www.keukensale.com/winkels/keukensale-den-helder/,+31 223 769 049,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukensale%20Den%20Helder&query_place_id=ChIJg-NqnRtIz0cRheOjRdQcHfs,Keukenwinkel,,https://nl.linkedin.com/company/keukensale
KuchenWelt keukens,4.5,2255,H.P. Berlageweg 3,Heerhugowaard,,NL,https://www.kuchenwelt.nl/,+31 85 303 1591,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KuchenWelt%20keukens&query_place_id=ChIJj5iS-J1Wz0cR-RCil_GTiVQ,Keukenwinkel,,https://nl.linkedin.com/company/keukenloods-b-v-
Keuken Kampioen Hoorn-Zwaag,4.5,85,De Factorij 39,Zwaag,,NL,https://www.keukenkampioen.nl/showrooms/hoorn-zwaag/?utm_source=GMB_listing&utm_medium=organic,+31 229 249 043,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keuken%20Kampioen%20Hoorn-Zwaag&query_place_id=ChIJkxRqJTepyEcRUH8U_1x5qbc,Keukenwinkel,,
keukenstudio de Streek,4.8,17,Oosterwijzend 44,Hoogkarspel,,NL,https://keukenstudiodestreek.nl/,+31 228 568 388,Keukenwinkel,Timmerman,,,,,,,,,https://www.google.com/maps/search/?api=1&query=keukenstudio%20de%20Streek&query_place_id=ChIJNcNFn86lyEcR_9NAv99dtt8,Keukenwinkel,,https://nl.linkedin.com/company/keukenstudio-regio-oost
Swiss Sense Zaandam,4.1,104,Pieter Ghijsenlaan 16A,Zaandam,,NL,https://www.swisssense.nl/beddenwinkel/zaandam/pieter-ghijsenlaan?utm_source=google&utm_medium=organic&utm_campaign=localpack-zaandam&utm_source=google&utm_medium=organic&utm_campaign=localpack-zaandam,+31 75 612 0604,Beddenwinkel,Beddengoedwinkel,Matrassenwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Swiss%20Sense%20Zaandam&query_place_id=ChIJU-Rw-tfixUcRHehkZIuTs7E,Beddenwinkel,,https://nl.linkedin.com/company/swisssense
Kvik Heerhugowaard,4.6,73,W.M. Dudokweg 13,Heerhugowaard,,NL,https://www.kvik.nl/winkel-zoeken/kvik-heerhugowaard?utm_source=google&utm_medium=organic&utm_campaign=website&utm_content=heerhugowaard,+31 72 785 5380,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Leverancier van inbouwmeubilair,Meubelmakerij,Meubelfabrikant,Meubelwinkel,Keukenvernieuwer,Kookwinkel,Projectinrichter,https://www.google.com/maps/search/?api=1&query=Kvik%20Heerhugowaard&query_place_id=ChIJ8exX2SRVz0cROPQJdSoyUqk,Keukenwinkel,,
Tulp Keukens Heerhugowaard,4.6,65,J.J.P. Oudweg 4,Heerhugowaard,,NL,https://www.tulpkeukens.nl/showrooms/heerhugowaard/?utm_source=GMB_listing&utm_medium=organic,+31 72 576 0333,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tulp%20Keukens%20Heerhugowaard&query_place_id=ChIJXV-FBJ5Wz0cR1DuSTX1Ih80,Keukenwinkel,,https://nl.linkedin.com/company/tulp-keukens
Sani-Dump Zaandam,4,58,Pieter Ghijsenlaan 16D,Zaandam,,NL,https://www.sanidump.nl/winkels/zaandam/,+31 75 616 7322,Sanitairwinkel,Winkel,Tegelwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sani-Dump%20Zaandam&query_place_id=ChIJkYyB8ynjxUcRqwd2yXGNAow,Sanitairwinkel,,https://nl.linkedin.com/company/sani-dump
Grando Keukens | Badkamers Hoorn,4.6,91,De Factorij 55,Zwaag,,NL,https://www.grando.nl/vestigingen/grando-hoorn?utm_source=GMBlisting&utm_medium=organic&utm_campaign=hoorn,+31 229 230 333,Keukenwinkel,Keukenvernieuwer,Sanitairwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grando%20Keukens%20%7C%20Badkamers%20Hoorn&query_place_id=ChIJa5Ly-DmpyEcRYjYQ2w2ZKmc,Keukenwinkel,,https://nl.linkedin.com/company/grando-keukens-hoorn-b.v.
Groot Keuken en Bad,5,28,Volume 6,Purmerend,,NL,http://www.grootkeukenenbad.nl/,+31 88 105 0400,Keukenwinkel,Sanitairwinkel,Tegelwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Groot%20Keuken%20en%20Bad&query_place_id=ChIJo3aAWvYDxkcRms8BfkSnb34,Keukenwinkel,,https://nl.linkedin.com/company/groot-keuken-en-bad
Grando Keukens | Badkamers Heerhugowaard,4.1,49,H.P. Berlageweg 1,Heerhugowaard,,NL,https://www.grando.nl/vestigingen/grando-heerhugowaard?utm_source=GMBlisting&utm_medium=organic&utm_campaign=heerhugowaard,+31 72 574 4207,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grando%20Keukens%20%7C%20Badkamers%20Heerhugowaard&query_place_id=ChIJA_fm_Z1Wz0cRdFzktxRituw,Keukenwinkel,,
"Mega Badkamers, Tegels, Vloeren en meer | Hoorn",4.2,68,Doctor C.J.K. van Aalstweg 16,Hoorn,,NL,https://metmega.nl/vestigingen/hoorn,+31 229 239 526,Sanitairwinkel,Badkamerinstallateur,Vloerenlegger,Vloerenwinkel,Tegelwinkel,Hout- en laminaatvloerenleverancier,,,,,https://www.google.com/maps/search/?api=1&query=Mega%20Badkamers%2C%20Tegels%2C%20Vloeren%20en%20meer%20%7C%20Hoorn&query_place_id=ChIJwV3V0xKpyEcRwT3loZHFTA4,Sanitairwinkel,,https://nl.linkedin.com/company/mega-badkamers-keukens-tegels-en-meer
Bouwcenter RAB Texel Showroom,4.4,62,Heemskerckstraat 50,Oudeschild,,NL,https://www.bouwcenter.nl/rab/texel/,+31 222 362 400,Woonwinkel,Sanitairwinkel,Keukenwinkel,Tegelwinkel,Leverancier van ramen,Hout- en laminaatvloerenleverancier,,,,,https://www.google.com/maps/search/?api=1&query=Bouwcenter%20RAB%20Texel%20Showroom&query_place_id=ChIJ3YA2SzExz0cRImr_2R9ktS4,Woonwinkel,,https://nl.linkedin.com/company/bouwcenter-rab
Sanitairkamer Grootebroek,4.5,382,Industrieweg 15c,Grootebroek,,NL,https://sanitairkamer.nl/showroom-grootebroek/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,+31 228 230 200,Sanitairwinkel,Meubelwinkel,Winkel voor bubbelbaden,Douchedeurwinkel,Tegelwinkel,Winkel voor toiletbenodigdheden,,,,,https://www.google.com/maps/search/?api=1&query=Sanitairkamer%20Grootebroek&query_place_id=ChIJJeNYv92lyEcRC2R3_osIqGg,Sanitairwinkel,,https://nl.linkedin.com/company/sanitairkamer
ALL INN Keukens,5,38,Volume 105,Purmerend,,NL,http://www.allinnkeukens.nl/,+31 299 250 625,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=ALL%20INN%20Keukens&query_place_id=ChIJVZljee5CYqkRIXiqYjAf2l0,Keukenwinkel,,https://nl.linkedin.com/company/all-inn-keukens
Brugman keukens en badkamers Alkmaar,4.4,237,Noorderstraat 7,Alkmaar,,NL,https://www.brugman.nl/vestigingen/alkmaar/?utm_source=GMB_listing&utm_medium=organic,+31 72 515 6793,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Keukenvernieuwer,,,,,,,https://www.google.com/maps/search/?api=1&query=Brugman%20keukens%20en%20badkamers%20Alkmaar&query_place_id=ChIJWRoQibRXz0cRPmKxWmWinOk,Keukenwinkel,,https://nl.linkedin.com/company/brugman-keukens-&-badkamers-b.v.
Tegel Outlet Purmerend,4.9,140,Flevostraat 66,Purmerend,,NL,https://tegeloutletholland.nl/,+31 299 633 701,Tegelwinkel,Badkamerinstallateur,Vloerenlegger,Vloerenwinkel,Sanitairwinkel,Tegelzetter,,,,,https://www.google.com/maps/search/?api=1&query=Tegel%20Outlet%20Purmerend&query_place_id=ChIJMwYw1ksBxkcRloJsyB8Bea8,Tegelwinkel,,https://nl.linkedin.com/company/tegeloutlet
Bakkerkachels,4.9,97,Bakkerstraat 2,Den Oever,,NL,https://www.bakkerkachels.nl/,+31 227 511 258,Winkel voor open haarden/kachels,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bakkerkachels&query_place_id=ChIJncomcIG1yEcRCC1eQ-ucUPI,Winkel voor open haarden/kachels,,https://nl.linkedin.com/company/bakkerkachelsdenoever
Philippo Keukens,4.4,92,Aalsmeerderweg 83,Aalsmeer,,NL,http://philippo.nl/contact,+31 297 361 606,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Philippo%20Keukens&query_place_id=ChIJUYeajZngxUcRf2_TqzFSxb0,Keukenwinkel,,https://nl.linkedin.com/company/bouwcenter-filippo-west
