title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName,,CompanyUrl,DecisionMakers,CompanyURN
Labor Coking Studio,5,3,Catharina van Clevepark 47,Amstelveen,,NL,http://www.laborcoking.nl/,+31 6 28550363,Keukenwinkel,Interieurarchitectenbureau,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Labor%20Coking%20Studio&query_place_id=ChIJp387YXcKxkcRQNGfUgmaYbg,Keukenwinkel,,https://www.linkedin.com/company/brokking's-beheer-b.v.,Bas Deelder (CFO) - https://www.linkedin.com/in/bas-deelder-714199 ; Sjoerd Schaafsma (Chief Executive Officer) - https://www.linkedin.com/in/sjoerd-schaafsma-2993361 ; Kai Kikkers (Board member - Royal Brokking Groep) - https://www.linkedin.com/in/kaikikkers ; Arjen Brokking (Non-Executive Director) - https://www.linkedin.com/in/arjenbrokking ; Kees van Gorp (Bestuurslid STAK) - https://www.linkedin.com/in/kees-van-gorp-a14344a5,urn:li:organization:25130489
Voortman Keukens Lijnden,3.9,43,Melbournestraat 3a,Lijnden,,NL,https://www.voortmankeukens.nl/,+31 85 077 3399,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Voortman%20Keukens%20Lijnden&query_place_id=ChIJ3b559XjhxUcR7Ndowc_6H2c,Keukenwinkel,,https://nl.linkedin.com/company/voortman-keukens,Marcel Sloot (Verkoopadviseur) - https://www.linkedin.com/in/marcel-sloot-90025a100 ; Niels Truijens (Sales) - https://www.linkedin.com/in/nielstruijens ; ★Jelle van Dam★ (Verkoopadviseur) - https://www.linkedin.com/in/★jelle-van-dam★-3b27ab33 ; Sander Van der Noordt (Sales Specialist) - https://www.linkedin.com/in/sander-van-der-noordt-21884726a ; Bente Albers (Verkoopadviseur) - https://www.linkedin.com/in/bente-albers-60a7a0303,urn:li:organization:5272383
Sanidirect Amstelveen - Badkamers en tegels,4.3,85,Maalderij 12,Amstelveen,,NL,https://www.sanidirect.nl/winkels/amstelveen?utm_source=google&utm_medium=gmb&utm_campaign=amstelveen,+31 20 800 3508,Sanitairwinkel,Badkamerinstallateur,Douchedeurwinkel,Tegelwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanidirect%20Amstelveen%20-%20Badkamers%20en%20tegels&query_place_id=ChIJRSaQ7bHhxUcRELFuRPT0jHk,Sanitairwinkel,,https://nl.linkedin.com/company/sanidirect,Ismail Turkmenoglu (Co-Owner) - https://www.linkedin.com/in/ismailturkmenoglu ; Martijn Meijer (Ondernemer) - https://www.linkedin.com/in/martijn-meijer-0280946b ; Loek UijtdeHaag (Owner sanidirect Breda en Barendrecht.) - https://www.linkedin.com/in/loek-uijtdehaag-824aa055 ; Joseph Woo (Franchise-eigenaar) - https://www.linkedin.com/in/joseph-woo-712852b6 ; Fleur van Dijk (Franchise-eigenaar) - https://www.linkedin.com/in/fleur-van-dijk-058496183,urn:li:organization:36148066
Poggenpohl Keukenstudio Amsterdam,4,31,Parnassusweg 215-217,Amsterdam,,NL,https://www.poggenpohl.com/nl/storelocator/poggenpohl-studio-amsterdam?utm_campaign=profile&utm_medium=gmb&utm_source=google,+31 20 471 2921,Keukenwinkel,Aanrechtwinkel,Keukenvernieuwer,Kookwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Poggenpohl%20Keukenstudio%20Amsterdam&query_place_id=ChIJX7kJSAEKxkcRs4QdxPbUL9E,Keukenwinkel,,https://nl.linkedin.com/company/poggenpohl,Lars Eriksen (Group CEO) - https://www.linkedin.com/in/lars-eriksen-756923a9 ; Elizabeth P. (President) - https://www.linkedin.com/in/elizabeth-p-8969608 ; Lihui Xia (Managing director APAC Region) - https://www.linkedin.com/in/lihui-xia-1868b550 ; Xiaolu (Lucy) Tang (Group CFO) - https://www.linkedin.com/in/xiaolu-lucy-tang-3404a8112 ; Anette Ersa Engberg (Owner ) - https://www.linkedin.com/in/anette-ersa-engberg-7128693b,urn:li:organization:1081652
BG Tegels & Sanitair,4.5,23,Aalsmeerderweg 283-13,Aalsmeer,,NL,https://www.blackgalaxy.nl/,+31 297 269 951,Tegelwinkel,Sanitairwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=BG%20Tegels%20%26%20Sanitair&query_place_id=ChIJPYt3MIrgxUcR-Z2qAPW4F2Q,Tegelwinkel,,https://www.linkedin.com/company/black-galaxy-marble-and-granite-llc,Zulma Guardado (Administration Assistant) - https://www.linkedin.com/in/zulma-guardado-a38195b0 ; Samuel Jaimes (Estimator) - https://www.linkedin.com/in/samuel-jaimes-088788201 ; Brandon Pacheco (Forklift Operator) - https://www.linkedin.com/in/brandon-pacheco-6641611a5,urn:li:organization:18878697
Sanistunter Zaandam,4.5,114,Stormhoek 14,Zaandam,,NL,https://www.sanistunter.com/winkels/sanistunter-zaandam/,+31 75 737 0198,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanistunter%20Zaandam&query_place_id=ChIJzXB-1SvjxUcRR4wOihXQdjE,Sanitairwinkel,,https://nl.linkedin.com/company/sanistunter,Wouter Van Rees (Eigenaar) - https://www.linkedin.com/in/wouter-van-rees-8b0547247 ; Gydo Timmerman (Eigenaar Sanistunter - Keukenstunter Barendrecht) - https://www.linkedin.com/in/gydo-timmerman-a7ba04a0 ; Rob Terlage (Eigenaar) - https://www.linkedin.com/in/rob-terlage-7163b157 ; Gwenn van Gerven (Eigenaar) - https://www.linkedin.com/in/gwenn-van-gerven-0066b6149 ; Grada Smit (Eigenaar) - https://www.linkedin.com/in/grada-smit-615018155,urn:li:organization:18978405
Baden Baden,4,34,Valkenburgerstraat 201A,Amsterdam,,NL,http://www.badenbaden.nl/,+31 20 531 8418,Meubelwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Baden%20Baden&query_place_id=ChIJCWbZ47wJxkcRJdgYQPqDg1c,Meubelwinkel,,https://nl.linkedin.com/company/badenplus,Valentino Hecker (Werkgever) - https://www.linkedin.com/in/valentino-hecker-084601294,urn:li:organization:3193121
Sanistunter Amsterdam Westpoort,4.6,48,Sierenborch 8-E,Amsterdam,,NL,https://www.sanistunter.com/sanitairwinkels/amsterdam_westpoort,+31 20 215 7898,Badkamerinstallateur,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanistunter%20Amsterdam%20Westpoort&query_place_id=ChIJJ5iL5zDjxUcRjsruAd3mFBU,Badkamerinstallateur,,https://nl.linkedin.com/company/sanistunter,Wouter Van Rees (Eigenaar) - https://www.linkedin.com/in/wouter-van-rees-8b0547247 ; Gydo Timmerman (Eigenaar Sanistunter - Keukenstunter Barendrecht) - https://www.linkedin.com/in/gydo-timmerman-a7ba04a0 ; Rob Terlage (Eigenaar) - https://www.linkedin.com/in/rob-terlage-7163b157 ; Gwenn van Gerven (Eigenaar) - https://www.linkedin.com/in/gwenn-van-gerven-0066b6149 ; Grada Smit (Eigenaar) - https://www.linkedin.com/in/grada-smit-615018155,urn:li:organization:18978405
Banyo,4.9,60,Hendrik Ouwejanstraat,Apeldoorn,,NL,https://banyobadkamers.nl/,+31 6 81788657,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Banyo&query_place_id=ChIJMRNPQRfjxUcRpMJirT1OHhE,Sanitairwinkel,,https://nl.linkedin.com/company/ba-s-badkamer-sanitairspecialist,Josi Cruz (Jaba) - https://www.linkedin.com/in/josi-cruz-878453144,urn:li:organization:1159475
SieMatic aan de Poel,5,57,Binderij 2,Amstelveen,,NL,https://siematicaandepoel.nl/nl/home/,+31 20 226 0078,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SieMatic%20aan%20de%20Poel&query_place_id=ChIJ-SU9QnfhxUcRVQeqZ8i7AE4,Keukenwinkel,,https://www.linkedin.com/company/siematic-aan-het-vondelpark,Colombine Sarrailhé (Interior Designer) - https://www.linkedin.com/in/colombine-sarrailhé-626751a ; Erik Visser (Algemeen manager) - https://www.linkedin.com/in/erik-visser-56699b106,urn:li:organization:7162945
Q1 Sanitair,4.6,101,Klimopweg 19,Amsterdam,,NL,https://www.q1sanitair.nl/,+31 20 303 2487,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Q1%20Sanitair&query_place_id=ChIJmTSGv4cJxkcRkFhq1kJQtCM,Sanitairwinkel,,https://nl.linkedin.com/company/q1-sanitair,Serdal Yilmaz (Commercieel verkoopadviseur) - https://www.linkedin.com/in/serdal-yilmaz-15b7908b ; Olaya Vico Álvarez (Especialista en compras) - https://www.linkedin.com/in/olaya-vico-álvarez-15a4a257 ; Wout Schotting (Sales) - https://www.linkedin.com/in/wout-schotting-42bb62212 ; Martin Vuik (Kantoormedewerker) - https://www.linkedin.com/in/martin-vuik-635543265 ; Rachella Hoenjet (Accountmanager) - https://www.linkedin.com/in/rachella-hoenjet-57512a284,urn:li:organization:66232164
Studio De Keuken,4.8,11,Veemarkt 59,Amsterdam,,NL,http://www.studiodekeuken.nl/,+31 20 663 0335,Opnamestudio,Muziekproducent,Impresariaat,,,,,,,,https://www.google.com/maps/search/?api=1&query=Studio%20De%20Keuken&query_place_id=ChIJC8MEXxIJxkcR30xUacveF1s,Opnamestudio,,https://nl.linkedin.com/company/studiodebijkeuken,"Jochem van der Horst (Independent 3d visualiser, owner) - https://www.linkedin.com/in/jochemvanderhorst",urn:li:organization:64940484
Sanisale Amsterdam,4.8,195,Sierenborch 8-L,Amsterdam,,NL,https://www.sanisale.com/winkels/sanisale-amsterdam-westpoort/,+31 20 737 0933,Sanitairwinkel,Badkamerinstallateur,Tegelzetter,Tegelwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanisale%20Amsterdam&query_place_id=ChIJDwyHCqjjxUcRIaiRAYShjak,Sanitairwinkel,,https://nl.linkedin.com/company/sanisale-bv,Louis van der Werff (Eigenaar) - https://www.linkedin.com/in/lkhvanderwerff ; Mathijs Wassink (Eigenaar) - https://www.linkedin.com/in/mathijs-wassink-13b05345 ; Debbie ter Horst (Eigenaar) - https://www.linkedin.com/in/debbie-ter-horst-1b0a4623a ; Marinella Maceo Valk (Ondernemer) - https://www.linkedin.com/in/marinella-maceo-valk-84074182 ; Melvin Van maanen (Owner keukensale.com Almere) - https://www.linkedin.com/in/melvin-van-maanen-2143b485,urn:li:organization:18944996
Dicks Badkamers Haarlem BV,4.7,68,Werfstraat 10,Haarlem,,NL,https://www.dicksbv.nl/?utm_source=google+mijn+bedrijf&utm_medium=organic,+31 23 541 0020,Sanitairwinkel,Badkamerinstallateur,Doe-het-zelfzaak,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dicks%20Badkamers%20Haarlem%20BV&query_place_id=ChIJTRsvWXrvxUcRA-X4DuWuv-s,Sanitairwinkel,,,,
Sanitairwinkel Amsterdam West - Badkamers voor elke dag,4,339,Willem de Zwijgerlaan 344,Amsterdam,,NL,https://www.sanitairwinkel.nl/showrooms/amsterdam-west/?utm_source=google&utm_medium=organic&utm_campaign=showroom_amsterdam_west,+31 20 760 3030,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanitairwinkel%20Amsterdam%20West%20-%20Badkamers%20voor%20elke%20dag&query_place_id=ChIJ2aczJHvixUcRfFIN04tPxr0,Sanitairwinkel,,,Nick van der Steen (CFO / Financial Director) - https://www.linkedin.com/in/ncvdsteen ; Erik van Laarhoven (Co owner) - https://www.linkedin.com/in/erik-van-laarhoven-5480a543,
X2O Badkamers - Amsterdam,4.1,52,Johan Cruijff Boulevard 72,Amsterdam,,NL,https://www.x2o.nl/showrooms/x2o-badkamers-amsterdam?utm_source=GMB&utm_medium=organic&utm_campaign=amsterdam,+31 20 225 1887,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=X2O%20Badkamers%20-%20Amsterdam&query_place_id=ChIJnUQaFv8LxkcRyb0MB2AgAvg,Sanitairwinkel,,https://www.linkedin.com/company/x2o-badkamers-nederland,Marco Doeland (Salesmanager) - https://www.linkedin.com/in/marco-doeland-30202725 ; Iris Kleijburg (Marketingcoördinator) - https://www.linkedin.com/in/iris-kleijburg-517a85114 ; Leanne Schouten (HR Adviseur) - https://www.linkedin.com/in/leannepiet ; Esther Oomen (Showroomadviseur) - https://www.linkedin.com/in/esther-oomen-070521114 ; Kai Van Balen (Filiaalmanager) - https://www.linkedin.com/in/kai-van-balen-8496b317a,urn:li:organization:104948462
Sanisale Zaandam,4.3,109,Stormhoek 16,Zaandam,,NL,https://www.sanisale.com/winkels/sanisale-zaandam/,+31 75 737 0132,Sanitairwinkel,Badkamerinstallateur,Tegelzetter,Tegelwinkel,,,,,,,https://www.google.com/maps/search/?api=1&query=Sanisale%20Zaandam&query_place_id=ChIJFc_UMyrjxUcRNDm1JbOuL88,Sanitairwinkel,,https://nl.linkedin.com/company/sanisale-bv,Louis van der Werff (Eigenaar) - https://www.linkedin.com/in/lkhvanderwerff ; Mathijs Wassink (Eigenaar) - https://www.linkedin.com/in/mathijs-wassink-13b05345 ; Debbie ter Horst (Eigenaar) - https://www.linkedin.com/in/debbie-ter-horst-1b0a4623a ; Marinella Maceo Valk (Ondernemer) - https://www.linkedin.com/in/marinella-maceo-valk-84074182 ; Melvin Van maanen (Owner keukensale.com Almere) - https://www.linkedin.com/in/melvin-van-maanen-2143b485,urn:li:organization:18944996
Baderie Leen,4.4,37,Marktplein 41,Hoofddorp,,NL,https://www.baderie.nl/showrooms/baderie-leen?utm_source=google&utm_medium=organic&utm_campaign=gbp,+31 23 565 1434,Sanitairwinkel,Badkamerinstallateur,Meubelwinkel,Leverancier van verwarmingsapparatuur,Spiegelwinkel,Douchedeurwinkel,Tegelwinkel,Winkel voor toiletbenodigdheden,,,https://www.google.com/maps/search/?api=1&query=Baderie%20Leen&query_place_id=ChIJebwj2avnxUcRN3cmA3_oCAE,Sanitairwinkel,,,,
Sani4All Amsterdam,4.7,158,Van der Madeweg 23,Amsterdam,,NL,https://www.sani4all.nl/winkels/amsterdam/?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_content=gbp_sani4all_amsterdam,+31 20 290 4973,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sani4All%20Amsterdam&query_place_id=ChIJ70m0m0ULxkcR8UPzd5rBb3c,Sanitairwinkel,,https://nl.linkedin.com/company/sani4all,Rens Weertman (Mede-eigenaar) - https://www.linkedin.com/in/rens-weertman-068954389 ; Lars Knoops (Mede-eigenaar Sani4all Maassluis) - https://www.linkedin.com/in/lars-knoops ; Stefan Hendriks (Mede-eigenaar Sani4All Harderwijk) - https://www.linkedin.com/in/stefan-hendriks-30b511163 ; Lisa Kropff (Eigenaar Sani4All Mijdrecht) - https://www.linkedin.com/in/lisa-kropff-923212116 ; Ozkan Cakir (Eigenaar Sani4All Roosendaal) - https://www.linkedin.com/in/ozkan-cakir-20170bb6,urn:li:organization:28607671
Studio Dandy Bathrooms by Carolien,4.6,32,Vredenhofweg 5,Amsterdam,,NL,http://www.dandybathrooms.nl/,+31 6 44009262,Sanitairwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Studio%20Dandy%20Bathrooms%20by%20Carolien&query_place_id=ChIJvf0_sQnixUcRQ1fdihMWWxs,Sanitairwinkel,,https://nl.linkedin.com/company/uci-the-mosaic-factory,Bastiaan Beun (Company Owner + Managing Director) - https://www.linkedin.com/in/bastiaan-beun-tmf,urn:li:organization:10152681
KeukenCoach Amsterdam,4.1,34,Johan Cruijff Boulevard 132,Amsterdam,,NL,https://keukencoach.com/hier-vind-je-ons/,+31 20 303 2110,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KeukenCoach%20Amsterdam&query_place_id=ChIJr2VWraULxkcRtT17nq9MepU,Keukenwinkel,,https://www.linkedin.com/company/keukencoach,Jordi Neefe (Ondernemer) - https://www.linkedin.com/in/jordi-neefe-a8a078b5 ; Mustapha Sarti (Ondernemer) - https://www.linkedin.com/in/mustapha-sarti-2a075052,urn:li:organization:19059724
De Keukenadviseur,4.9,52,Oude Spaarneweg 78,Cruquius,,NL,http://www.dekeukenadviseur.nl/,+31 6 17404746,Keukenwinkel,Appartementencomplex,Bouwadviseur,Aannemer,Huizenbouwer,Interieurarchitectenbureau,Interieurinrichter,Internetwinkel,Groothandelswinkel,,https://www.google.com/maps/search/?api=1&query=De%20Keukenadviseur&query_place_id=ChIJPe7der3oxUcRJB6zxOG7cg0,Keukenwinkel,,https://nl.linkedin.com/company/d%C3%A9-online-keukenadvisuer,Ruben Dossin (Eigenaar) - https://www.linkedin.com/in/ruben-dossin-774227118,urn:li:organization:67678469
Keukenloods Amsterdam Zuidoost,4,357,Schepenbergweg 34A,Amsterdam,,NL,https://www.keukenloods.nl/winkel/amsterdam-zuidoost,+31 20 365 4594,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenloods%20Amsterdam%20Zuidoost&query_place_id=ChIJver-vHYLxkcRyHqMeK-aEso,Keukenwinkel,,https://nl.linkedin.com/company/keukenloods-b-v-,Bas Aangeenbrug (Eigenaar) - https://www.linkedin.com/in/bas-aangeenbrug-13523580 ; Henk Koren (Salesmanager) - https://www.linkedin.com/in/henk-koren-81061a51 ; Edwin de Lange (Mede-eigenaar Keukenloods Zwaag) - https://www.linkedin.com/in/edwin-de-lange-7b0b88a4 ; Ron Schouten (Gepensioneerd) - https://www.linkedin.com/in/ron-schouten-63b428b6,urn:li:organization:5869932
Alka Keukens,4.4,29,Cruquiusweg 27,Heemstede,,NL,http://www.alka-keukens.nl/,+31 23 529 5850,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Alka%20Keukens&query_place_id=ChIJzfI9IbjoxUcRRE5vX9aqaoM,Keukenwinkel,,https://nl.linkedin.com/company/alka-keukens,Wouter Kruk (director) - https://www.linkedin.com/in/wouter-kruk-8a2b9a36,urn:li:organization:2819105
Duikelman B.V.,4.6,256,Ferdinand Bolstraat 66-68,Amsterdam,,NL,http://www.duikelman.nl/,+31 20 671 2230,Kookwinkel,Groothandelaar,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Duikelman%20B.V.&query_place_id=ChIJ081FkfIJxkcRM9OKc4YxmXM,Kookwinkel,,https://nl.linkedin.com/company/duikelman-bv,David Appelboom (Owner) - https://www.linkedin.com/in/david-appelboom-799a9a6,urn:li:organization:975089
Keukensale Amsterdam (Westpoort),4.5,88,Sierenborch 8-L,Amsterdam,,NL,https://www.keukensale.com/winkels/keukensale-amsterdam-westpoort/,+31 20 737 2178,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukensale%20Amsterdam%20(Westpoort)&query_place_id=ChIJDwyHCqjjxUcRUGngFdUcRYs,Keukenwinkel,,https://nl.linkedin.com/company/keukensale,,urn:li:organization:12982836
Grando Keukens | Badkamers Hoofddorp,3.8,93,Kruisweg 771,Hoofddorp,,NL,https://www.grando.nl/vestigingen/grando-hoofddorp?utm_source=GMBlisting&utm_medium=organic&utm_campaign=hoofddorp,+31 20 446 0112,Keukenwinkel,Sanitairwinkel,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grando%20Keukens%20%7C%20Badkamers%20Hoofddorp&query_place_id=ChIJDX3bLhDnxUcR5FPSdUnIDCU,Keukenwinkel,,https://nl.linkedin.com/company/grando-keukens-badkamers,Leo Janzen (Eigenaar) - https://www.linkedin.com/in/leo-janzen-56197a55 ; Evert Rop (Owner at Grando Keukens & Bad Barendrecht) - https://www.linkedin.com/in/evertrop ; Lijnart Schouten (Eigenaar) - https://www.linkedin.com/in/lijnart-schouten-2340b0167 ; Martin de Winter (Owner) - https://www.linkedin.com/in/martin-de-winter-40092510 ; Sami Awad (Franchise Owner) - https://www.linkedin.com/in/sami-awad-558583263,urn:li:organization:1467436
Brugman Keukens & Badkamers Arena,4.1,334,Johan Cruijff Boulevard 106,Amsterdam,,NL,https://www.brugman.nl/vestigingen/amsterdam-villa-arena/?utm_source=GMB_listing&utm_medium=organic,+31 20 567 3000,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Keukenvernieuwer,,,,,,,https://www.google.com/maps/search/?api=1&query=Brugman%20Keukens%20%26%20Badkamers%20Arena&query_place_id=ChIJJY9mvpALxkcRqnosrfcu2-U,Keukenwinkel,,https://nl.linkedin.com/company/brugman-keukens-&-badkamers-b.v.,Marco Gremmée (Director Owner) - https://www.linkedin.com/in/marco-gremmée-73256042 ; Yves Brugman (Consulent Sociaal Domein (Participatie) - Gemeente Maastricht) - https://www.linkedin.com/in/yves-brugman-462486270 ; Robert Brugman (eigenaar) - https://www.linkedin.com/in/robert-brugman-19375719,urn:li:organization:25119664
Brugman Keukens,4.3,262,Pieter Ghijsenlaan 20,Zaandam,,NL,https://www.brugman.nl/vestigingen/zaandam/?utm_source=GMB_listing&utm_medium=organic,+31 75 615 7867,Keukenwinkel,Badkamerinstallateur,Sanitairwinkel,Keukenvernieuwer,,,,,,,https://www.google.com/maps/search/?api=1&query=Brugman%20Keukens&query_place_id=ChIJ5es_4injxUcR-Yrp8USaFxQ,Keukenwinkel,,https://nl.linkedin.com/company/brugman-keukens-&-badkamers-b.v.,Marco Gremmée (Director Owner) - https://www.linkedin.com/in/marco-gremmée-73256042 ; Yves Brugman (Consulent Sociaal Domein (Participatie) - Gemeente Maastricht) - https://www.linkedin.com/in/yves-brugman-462486270 ; Robert Brugman (eigenaar) - https://www.linkedin.com/in/robert-brugman-19375719,urn:li:organization:25119664
Keuken Kampioen Amsterdam Arena,4,157,"Johan Cruijff Boulevard 132, a",Amsterdam,,NL,https://www.keukenkampioen.nl/showrooms/johan-cruijff-boulevard/?utm_source=GMB_listing&utm_medium=organic,+31 20 365 0097,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keuken%20Kampioen%20Amsterdam%20Arena&query_place_id=ChIJs-ps6pcLxkcRIEH8sn56ulU,Keukenwinkel,,https://nl.linkedin.com/company/keuken-kampioen,Omar Hutak (Mede-oprichter) - https://www.linkedin.com/in/omar-hutak-45788b91,urn:li:organization:10103201
Clear Kitchen Amstelveen (Keukenstudio),4.6,27,Rembrandtweg 91,Amstelveen,,NL,https://www.clearkitchen.nl/,+31 20 823 2241,Keukenwinkel,Keukenvernieuwer,Kookwinkel,,,,,,,,https://www.google.com/maps/search/?api=1&query=Clear%20Kitchen%20Amstelveen%20(Keukenstudio)&query_place_id=ChIJM1YYIRALxkcRASl09U6VDRw,Keukenwinkel,,https://nl.linkedin.com/company/clear-kitchen,,urn:li:organization:28625556
Tulp Keukens Amsterdam,4.2,171,Johan Cruijff Boulevard 110,Amsterdam,,NL,https://www.tulpkeukens.nl/showrooms/amsterdam/?utm_source=GMB_listing&utm_medium=organic,+31 20 567 5420,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tulp%20Keukens%20Amsterdam&query_place_id=ChIJq6d7SOPvxUcRvssZn7d07FY,Keukenwinkel,,https://nl.linkedin.com/company/tulp-keukens,"Mitchell De Jongh (Filiaalmanager) - https://www.linkedin.com/in/mitchell-de-jongh-204ba213b ; Anja van Doremalen (Keuken adviseur) - https://www.linkedin.com/in/anja-van-doremalen-ba01bb271 ; Ruud van Halen, (Production Executive) - https://www.linkedin.com/in/ruud-van-halen-214144a ; Silas Elyh Van der Heijden (Filiaalmanager) - https://www.linkedin.com/in/silas-elyh-van-der-heijden-641490178 ; Edwin Siebum (Technisch specialist onderhoud) - https://www.linkedin.com/in/edwin-siebum-9a995331",urn:li:organization:2032946
Keukenmaxx Hoofddorp,4.3,234,Kruisweg 655-657,Hoofddorp,,NL,https://www.keukenmaxx.nl/keukenwinkels/hoofddorp/?utm_source=GMB_listing&utm_medium=organic,+31 20 653 8163,Keukenwinkel,Keukenvernieuwer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenmaxx%20Hoofddorp&query_place_id=ChIJs1ldExTnxUcRmRoz4Fig_RU,Keukenwinkel,,,,
Keukenloods Zaandam XXL,4,506,Pieter Ghijsenlaan 18A,Zaandam,,NL,https://www.keukenloods.nl/winkel/zaandam-xxl?utm_source=GMB&utm_medium=Zaandam,+31 75 616 3030,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keukenloods%20Zaandam%20XXL&query_place_id=ChIJCWRG5SnjxUcRqOUqkicXj6M,Keukenwinkel,,https://nl.linkedin.com/company/keukenloods-b-v-,Bas Aangeenbrug (Eigenaar) - https://www.linkedin.com/in/bas-aangeenbrug-13523580 ; Henk Koren (Salesmanager) - https://www.linkedin.com/in/henk-koren-81061a51 ; Edwin de Lange (Mede-eigenaar Keukenloods Zwaag) - https://www.linkedin.com/in/edwin-de-lange-7b0b88a4 ; Ron Schouten (Gepensioneerd) - https://www.linkedin.com/in/ron-schouten-63b428b6,urn:li:organization:5869932
Sanitairkamer Amsterdam - Villa ArenA,4.6,357,Johan Cruijff Boulevard,Amsterdam,,NL,https://sanitairkamer.nl/showroom-amsterdam/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,+31 20 211 1519,Sanitairwinkel,Badkamerinstallateur,Bouwmarkt,Winkel voor bubbelbaden,Douchedeurwinkel,Tegelwinkel,Winkel voor toiletbenodigdheden,,,,https://www.google.com/maps/search/?api=1&query=Sanitairkamer%20Amsterdam%20-%20Villa%20ArenA&query_place_id=ChIJt9TT56oLxkcRg7QjxNw-iXk,Sanitairwinkel,,https://nl.linkedin.com/company/sanitairkamer,Daniel Lamboo (Eigenaar) - https://www.linkedin.com/in/daniel-lamboo-51a5b85b ; Jelle van Nieuwenhuizen (CFO) - https://www.linkedin.com/in/jelle-van-nieuwenhuizen-0077b5a9 ; Willem Hendriks (Managing partner) - https://www.linkedin.com/in/willem-hendriks-45472211,urn:li:organization:20111066
Grando Keukens | Badkamers Zaandam,4,61,Pieter Ghijsenlaan 15,Zaandam,,NL,http://www.grando.nl/vestigingen/grando-zaandam?utm_source=GMBlisting&utm_medium=organic&utm_campaign=zaandam,+31 75 614 7583,Keukenwinkel,Badkamerinstallateur,Keukenvernieuwer,Kookwinkel,Sanitairwinkel,,,,,,https://www.google.com/maps/search/?api=1&query=Grando%20Keukens%20%7C%20Badkamers%20Zaandam&query_place_id=ChIJuw_VFdbixUcR5yNJaU3h2m4,Keukenwinkel,,https://nl.linkedin.com/company/grando-keukens-zaandam,Martijn Kool (Directeur / eigenaar Grando Keukens & Bad Purmerend) - https://www.linkedin.com/in/martijnkoolengrandokeukens ; Roy Nieuwkoop (Filiaalmanager) - https://www.linkedin.com/in/roy-nieuwkoop-84843693 ; Gea Ridderhof (Verkoopadviseur) - https://www.linkedin.com/in/gea-ridderhof-11181310b ; Wendy Roelofs (Verkoopmedewerker Grando) - https://www.linkedin.com/in/wendy-roelofs-446902111 ; Sander van der Meer (Commercial Manager) - https://www.linkedin.com/in/sander-van-der-meer-7963b6104,urn:li:organization:830819
DB Keur Keukens,4.5,144,Heringaweg 6,Haarlem,,NL,https://www.keurkeukens.nl/?utm_source=google&utm_medium=organic&utm_campaign=my%20business,+31 23 517 3180,Keukenwinkel,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=DB%20Keur%20Keukens&query_place_id=ChIJQ0BDkX7vxUcRe1FY9nT-Apw,Keukenwinkel,,,,
